#
# Concentrateur GZ707CD_FEP
# External variables configuration file
# this file has been automatically build by ScsConf
#
# Thu Aug 02 17:07:55 CST 2018
#
#
# Discrete External Input Variables
#
DEIV= $ComStatus-00055/4+5; deiGZ707SYSFEPVAM-COM; 4; ; ; 0; , , ; # VAM - FEP COMM STATUS
DEIV= $ComStatus-00065/4+5; deiGZ707SYSFEPACS-COM; 4; ; ; 0; , , ; # ACS - FEP COMM STATUS
DEIV= $ComStatus-00045/4+5; deiGZ707SYSFEPPA-COM; 4; ; ; 0; , , ; # PA - FEP COMM STATUS
DEIV= $ComStatus-00041/4+5; deiGZ707SYSFEPCCTV-COM; 4; ; ; 0; , , ; # CCTV - FEP COMM STATUS
DEIV= $ComStatus-00033/4+5; deiGZ707SYSFEPBAS-COM; 4; ; ; 0; , , ; # BAS - FEP COMM STATUS
DEIV= $ComStatus-00027/4+5; deiGZ707SYSFEPHOMCD-COM; 4; ; ; 0; , , ; # HOMCD - FEP COMM STATUS
DEIV= 123/007/00007/0/000001; deiGZ707BASTVF_0004-MANAUTO; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # TVF-707-B02-&plSHOUDONGZIDONGZT
DEIV= 080/001/00059/2/000001; deiGZ707ACSLCP_0029-OCSTA; 4; ; ; 0.000; deiGZ707SYSFEPACS-COM, , ; # 203-1-&plCHANGBIZHUANGTAI
DEIV= 080/001/00029/1/000001; deiGZ707ACSLCP_0014-OOSTA; 4; ; ; 0.000; deiGZ707SYSFEPACS-COM, , ; # 108-2-&plCHANGKAIZHUANGTAI
DEIV= 080/001/00064/4/000001; deiGZ707ACSLCP_0032-NITEMP; 4; ; ; 0.000; deiGZ707SYSFEPACS-COM, , ; # 205-1-&plFEIFACHANGSHIYULIU
DEIV= 123/008/00172/2/000001; deiGZ707BASESC20007-URAPFLT; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # E7207/11(K7)-&blSYOUQUNBANGZ
DEIV= 123/012/00058/1/000001; deiGZ707BASESC20001-LSTLOS; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # E7207/5(K1)-&blXIATIJIDIUSHI
DEIV= 123/008/00017/6/000001; deiGZ707BASMD3_0017-BASSTA; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # MD-B104-&blHUANKONG
DEIV= 123/007/00181/4/000001; deiGZ707BASFAN20014-FALASTA; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # RAF/EAF-B601-&blGUZHANGZT
DEIV= 123/009/00183/0/000001; deiGZ707BASMV__0010-MANAUTO; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # MV-W10-&plSHOUDONGZIDONGZT
DEIV= 123/008/00133/2/000001; deiGZ707BASESC20009-URHFLT; 4; ; ; 0; deiGZ707SYSFEPBAS-COM, , ; # E7207/7(K6)-&blSYOUFSDRKGZ
DEIV= 033/001/00211/5/000001; deiGZ707VAMQCAM0011-REMNALM; 4; ; ; 0.000; deiGZ707SYSFEPVAM-COM, , ; # ZYZT-15-&plQUYUNAYILIUWUJIANCEBAOJING
DEIV= 123/008/00155/5/000001; deiGZ707BASESC20005-UFANFLT; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # E7207/9(K7)-&blSDIKENGFENGSHANGZ
DEIV= 123/012/00089/4/000001; deiGZ707BASESC20012-REVFLT; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # E7207/14(K8)-&blNIZHUANGZ
DEIV= 123/009/00045/4/000001; deiGZ707BASDV__0004-FALASTA; 4; ; ; 0.000; deiGZ707SYSFEPBAS-COM, , ; # V-07407-4-&blGUZHANGZT
